取引No,取引日,借方勘定科目,借方補助科目,借方部門,借方取引先,借方税区分,借方インボイス,借方金額(円),借方税額,貸方勘定科目,貸方補助科目,貸方部門,貸方取引先,貸方税区分,貸方インボイス,貸方金額(円),貸方税額,摘要,仕訳メモ,タグ,MF仕訳タイプ,決算整理仕訳
659,2025/11/15,売掛金,,,,対象外,,641900,0,売上高,,,,課税売上 10%,,708100,64372,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
660,2025/11/15,売掛金,,,,対象外,,400700,0,売上高,,,,課税売上 10%,,582200,52927,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
728,2025/11/15,通信費,,,,課税仕入 10%,,200,18,現金,,,,対象外,,200,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
715,2025/11/16,消耗品費,,,,課税仕入 10%,,900,81,未払金,VISA,,,対象外,,900,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
663,2025/11/18,仕入高,,,,課税仕入 10%,,92200,8381,未払金,ｱﾒﾘｶﾝEX,,,対象外,,92200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
669,2025/11/18,仕入高,,,,課税仕入 10%,,60000,5454,未払金,VISA,,,対象外,,60000,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
680,2025/11/18,水道光熱費,,,,課税仕入 10%,,9500,863,普通預金,三井住友BK,,,対象外,,9500,0,ｵｵｻｶｶﾞｽ,,,振替伝票,No
704,2025/11/18,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
702,2025/11/20,旅費交通費,,,,課税仕入 10%,,3600,327,現金,,,,対象外,,3600,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
668,2025/11/21,仕入高,,,,課税仕入 10%,,10200,927,未払金,ｱﾒﾘｶﾝEX,,,対象外,,10200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
670,2025/11/21,仕入高,,,,課税仕入 10%,,27300,2481,未払金,VISA,,,対象外,,27300,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
720,2025/11/21,会議費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
725,2025/11/21,旅費交通費,,,,課税仕入 10%,,1800,163,現金,,,,対象外,,1800,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
727,2025/11/21,旅費交通費,,,,課税仕入 10%,,1400,127,現金,,,,対象外,,1400,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
726,2025/11/22,旅費交通費,,,,課税仕入 10%,,1100,100,現金,,,,対象外,,1100,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
681,2025/11/23,通信費,,,,課税仕入 10%,,19400,1763,未払金,VISA,,,対象外,,19400,0,NTTﾄﾞｺﾓ,,,簡単入力,No
691,2025/11/23,会議費,,,,課税仕入 10%,,2700,245,現金,,,,対象外,,2700,0,STARBUCKS #12345,,,簡単入力,No
711,2025/11/23,車両費,,,,課税仕入 10%,,7900,718,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7900,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
718,2025/11/23,会議費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
729,2025/11/23,荷造運賃,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,日本郵便 ゆうパック,,,簡単入力,No
689,2025/11/24,広告宣伝費,,,,課税仕入 10%,,30600,2781,未払金,VISA,,,対象外,,30600,0,ﾗｸﾃﾝ ｺｳｺｸ,,,簡単入力,No
703,2025/11/24,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
651,2025/11/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
651,2025/11/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
651,2025/11/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
652,2025/11/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
652,2025/11/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
652,2025/11/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
658,2025/11/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
695,2025/11/25,消耗品費,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,コクヨ 事務用品,,,簡単入力,No
708,2025/11/25,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
694,2025/11/26,消耗品費,,,,課税仕入 10%,,4000,363,現金,,,,対象外,,4000,0,コクヨ 事務用品,,,簡単入力,No
723,2025/11/26,荷造運賃,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
731,2025/11/26,消耗品費,,,,課税仕入 10%,,6800,618,役員借入金,,,,対象外,,6800,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
693,2025/11/27,会議費,,,,課税仕入 10%,,2500,227,現金,,,,対象外,,2500,0,STARBUCKS #12345,,,簡単入力,No
722,2025/11/27,荷造運賃,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,ローソン 宅配便,,,簡単入力,No
724,2025/11/27,荷造運賃,,,,課税仕入 10%,,500,45,現金,,,,対象外,,500,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
732,2025/11/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,406100,0,普通預金,三井住友BK,,,対象外,,390500,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
733,2025/11/27,未払金,VISA,,,対象外,,315800,0,普通預金,三井住友BK,,,対象外,,303400,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
654,2025/11/28,普通預金,三井住友BK,,,対象外,,521200,0,売掛金,,,,対象外,,521200,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
654,2025/11/28,支払手数料,,,,課税仕入 10%,,21300,1936,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
654,2025/11/28,販売促進費,,,,課税仕入 10%,,6300,572,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
656,2025/11/28,普通預金,三井住友BK,,,対象外,,885900,0,売掛金,,,,対象外,,885900,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
656,2025/11/28,支払手数料,,,,課税仕入 10%,,21400,1945,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
656,2025/11/28,広告宣伝費,,,,課税仕入 10%,,17100,1554,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
657,2025/11/28,未払費用,,,,対象外,,180000,0,普通預金,三井住友BK,,,対象外,,360000,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
657,2025/11/28,預り金,社会保険,,,対象外,,180000,0,,,,,,,0,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
661,2025/11/28,売掛金,,,,対象外,,464700,0,売上高,,,,課税売上 10%,,663200,60290,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
662,2025/11/28,売掛金,,,,対象外,,515100,0,売上高,,,,課税売上 10%,,748600,68054,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
684,2025/11/28,荷造運賃,,,,課税仕入 10%,,9700,881,未払金,ｱﾒﾘｶﾝEX,,,対象外,,9700,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
688,2025/11/28,荷造運賃,,,,課税仕入 10%,,5900,536,現金,,,,対象外,,5900,0,佐川急便 着払い,,,簡単入力,No
716,2025/11/28,消耗品費,,,,課税仕入 10%,,400,36,未払金,VISA,,,対象外,,400,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
778,2025/12/01,荷造運賃,,,,課税仕入 10%,,2400,218,現金,,,,対象外,,2400,0,佐川急便 着払い,,,簡単入力,No
820,2025/12/01,会議費,,,,課税仕入 10%,,1500,136,現金,,,,対象外,,1500,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
763,2025/12/02,仕入高,,,,課税仕入 10%,,20800,1890,未払金,ｱﾒﾘｶﾝEX,,,対象外,,20800,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
774,2025/12/02,荷造運賃,,,,課税仕入 10%,,6200,563,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6200,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
780,2025/12/02,荷造運賃,,,,課税仕入 10%,,2300,209,現金,,,,対象外,,2300,0,佐川急便 着払い,,,簡単入力,No
808,2025/12/02,会議費,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
826,2025/12/02,現金,,,,対象外,,171900,0,普通預金,三井住友BK,,,対象外,,69800,0,ATM 引出し,,,振替伝票,No
765,2025/12/03,仕入高,,,,課税仕入 10%,,67600,6145,未払金,VISA,,,対象外,,67600,0,ﾋﾞﾂｸｶﾒﾗ ﾅﾝﾊﾞﾃﾝ,,,簡単入力,No
779,2025/12/04,荷造運賃,,,,課税仕入 10%,,5200,472,現金,,,,対象外,,5200,0,佐川急便 着払い,,,簡単入力,No
788,2025/12/04,旅費交通費,,,,課税仕入 10%,,2500,227,現金,,,,対象外,,2500,0,JR西日本 交通費,,,簡単入力,No
815,2025/12/04,旅費交通費,,,,課税仕入 10%,,1400,127,現金,,,,対象外,,1400,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
764,2025/12/05,仕入高,,,,課税仕入 10%,,409700,37245,普通預金,三井住友BK,,,対象外,,409700,0,ﾌﾘｺﾐ ﾔﾏﾀﾞﾃﾞﾝｷ,,,振替伝票,No
786,2025/12/05,消耗品費,,,,課税仕入 10%,,6700,609,未払金,VISA,,,対象外,,6700,0,ｱｽｸﾙ,,,簡単入力,No
794,2025/12/05,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
797,2025/12/05,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
807,2025/12/05,消耗品費,,,,課税仕入 10%,,500,45,未払金,VISA,,,対象外,,500,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
810,2025/12/05,会議費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
771,2025/12/06,通信費,,,,課税仕入 10%,,3300,300,未払金,VISA,,,対象外,,3300,0,ｻｸﾗｲﾝﾀ-ﾈﾂﾄ,,,簡単入力,No
772,2025/12/06,荷造運賃,,,,課税仕入 10%,,12800,1163,未払金,ｱﾒﾘｶﾝEX,,,対象外,,12800,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
819,2025/12/06,荷造運賃,,,,課税仕入 10%,,1500,136,現金,,,,対象外,,1500,0,日本郵便 ゆうパック,,,簡単入力,No
754,2025/12/07,仕入高,,,,課税仕入 10%,,88800,8072,未払金,ｱﾒﾘｶﾝEX,,,対象外,,88800,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
773,2025/12/07,荷造運賃,,,,課税仕入 10%,,10400,945,未払金,ｱﾒﾘｶﾝEX,,,対象外,,10400,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
782,2025/12/07,広告宣伝費,,,,課税仕入 10%,,36400,3309,未払金,ｱﾒﾘｶﾝEX,,,対象外,,36400,0,GOOGLE ADS,,,簡単入力,No
804,2025/12/08,車両費,,,,課税仕入 10%,,6000,545,未払金,VISA,,,対象外,,6000,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
769,2025/12/09,水道光熱費,,,,課税仕入 10%,,9200,836,普通預金,三井住友BK,,,対象外,,9200,0,ｵｵｻｶｶﾞｽ,,,振替伝票,No
791,2025/12/10,旅費交通費,,,,課税仕入 10%,,3300,300,現金,,,,対象外,,3300,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
792,2025/12/10,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
795,2025/12/10,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
828,2025/12/10,預り金,源泉所得税,,,対象外,,45000,0,普通預金,日本信金,,,対象外,,45000,0,ｾﾞｲﾑｼﾖ ｹﾞﾝｾﾝ 納付,,,振替伝票,No
829,2025/12/10,預り金,住民税,,,対象外,,30000,0,普通預金,日本信金,,,対象外,,30000,0,ｼﾞﾕｳﾐﾝｾﾞｲ 納付,,,振替伝票,No
776,2025/12/11,荷造運賃,,,,課税仕入 10%,,14400,1309,未払金,ｱﾒﾘｶﾝEX,,,対象外,,14400,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
799,2025/12/11,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
752,2025/12/13,仕入高,,,,課税仕入 10%,,111400,10127,未払金,ｱﾒﾘｶﾝEX,,,対象外,,111400,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
766,2025/12/13,仕入高,,,,課税仕入 10%,,72600,6600,未払金,VISA,,,対象外,,72600,0,ﾋﾞﾂｸｶﾒﾗ ﾅﾝﾊﾞﾃﾝ,,,簡単入力,No
789,2025/12/13,旅費交通費,,,,課税仕入 10%,,1600,145,現金,,,,対象外,,1600,0,JR西日本 交通費,,,簡単入力,No
742,2025/12/15,普通預金,三井住友BK,,,対象外,,436800,0,売掛金,,,,対象外,,436800,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
742,2025/12/15,支払手数料,,,,課税仕入 10%,,30000,2727,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
742,2025/12/15,販売促進費,,,,課税仕入 10%,,13900,1263,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
744,2025/12/15,普通預金,三井住友BK,,,対象外,,712600,0,売掛金,,,,対象外,,712600,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
744,2025/12/15,支払手数料,,,,課税仕入 10%,,27200,2472,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
744,2025/12/15,広告宣伝費,,,,課税仕入 10%,,22700,2063,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
748,2025/12/15,売掛金,,,,対象外,,676700,0,売上高,,,,課税売上 10%,,633300,57572,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
749,2025/12/15,売掛金,,,,対象外,,860400,0,売上高,,,,課税売上 10%,,994300,90390,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
757,2025/12/15,仕入高,,,,課税仕入 10%,,127200,11563,未払金,ｱﾒﾘｶﾝEX,,,対象外,,127200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
762,2025/12/15,仕入高,,,,課税仕入 10%,,37800,3436,未払金,ｱﾒﾘｶﾝEX,,,対象外,,37800,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
793,2025/12/15,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
784,2025/12/16,会議費,,,,課税仕入 10%,,2700,245,現金,,,,対象外,,2700,0,STARBUCKS #12345,,,簡単入力,No
790,2025/12/16,旅費交通費,,,,課税仕入 10%,,3700,336,現金,,,,対象外,,3700,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
801,2025/12/16,車両費,,,,課税仕入 10%,,5000,454,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5000,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
767,2025/12/17,地代家賃,,,,非課税仕入,,150000,0,普通預金,三井住友BK,,,対象外,,150000,0,ﾌﾘｺﾐ ﾃｽﾄﾌﾄﾞｳｻﾝ 家賃,,,振替伝票,No
802,2025/12/17,車両費,,,,課税仕入 10%,,5000,454,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5000,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
806,2025/12/17,消耗品費,,,,課税仕入 10%,,500,45,未払金,VISA,,,対象外,,500,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
809,2025/12/17,会議費,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
827,2025/12/17,現金,,,,対象外,,152700,0,普通預金,三井住友BK,,,対象外,,88500,0,ATM 引出し,,,振替伝票,No
775,2025/12/18,荷造運賃,,,,課税仕入 10%,,8500,772,未払金,ｱﾒﾘｶﾝEX,,,対象外,,8500,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
803,2025/12/18,車両費,,,,課税仕入 10%,,8000,727,未払金,ｱﾒﾘｶﾝEX,,,対象外,,8000,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
811,2025/12/18,会議費,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
761,2025/12/19,仕入高,,,,課税仕入 10%,,68400,6218,未払金,VISA,,,対象外,,68400,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
805,2025/12/19,消耗品費,,,,課税仕入 10%,,1800,163,未払金,VISA,,,対象外,,1800,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
800,2025/12/20,新聞図書費,,,,課税仕入 10%,,4700,427,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4700,0,AMAZON.CO.JP 書籍,,,簡単入力,No
822,2025/12/20,消耗品費,,,,課税仕入 10%,,21100,1918,役員借入金,,,,対象外,,21100,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
768,2025/12/21,水道光熱費,,,,課税仕入 10%,,24300,2209,普通預金,三井住友BK,,,対象外,,24300,0,ｶﾝｻｲﾃﾞﾝﾘﾖｸ,,,振替伝票,No
770,2025/12/21,通信費,,,,課税仕入 10%,,17400,1581,未払金,VISA,,,対象外,,17400,0,NTTﾄﾞｺﾓ,,,簡単入力,No
821,2025/12/22,会議費,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
755,2025/12/23,仕入高,,,,課税仕入 10%,,53700,4881,未払金,ｱﾒﾘｶﾝEX,,,対象外,,53700,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
758,2025/12/23,仕入高,,,,課税仕入 10%,,25900,2354,未払金,ｱﾒﾘｶﾝEX,,,対象外,,25900,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
777,2025/12/23,荷造運賃,,,,課税仕入 10%,,9500,863,未払金,ｱﾒﾘｶﾝEX,,,対象外,,9500,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
787,2025/12/23,旅費交通費,,,,課税仕入 10%,,2300,209,現金,,,,対象外,,2300,0,JR西日本 交通費,,,簡単入力,No
796,2025/12/23,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
816,2025/12/23,通信費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
817,2025/12/23,通信費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
756,2025/12/24,仕入高,,,,課税仕入 10%,,43100,3918,未払金,ｱﾒﾘｶﾝEX,,,対象外,,43100,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
798,2025/12/24,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
823,2025/12/24,消耗品費,,,,課税仕入 10%,,16000,1454,役員借入金,,,,対象外,,16000,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
740,2025/12/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
740,2025/12/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
740,2025/12/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
741,2025/12/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
741,2025/12/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
741,2025/12/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
747,2025/12/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
760,2025/12/25,仕入高,,,,課税仕入 10%,,39600,3600,未払金,VISA,,,対象外,,39600,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
783,2025/12/26,会議費,,,,課税仕入 10%,,1800,163,現金,,,,対象外,,1800,0,STARBUCKS #12345,,,簡単入力,No
814,2025/12/26,旅費交通費,,,,課税仕入 10%,,1900,172,現金,,,,対象外,,1900,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
753,2025/12/27,仕入高,,,,課税仕入 10%,,64300,5845,未払金,ｱﾒﾘｶﾝEX,,,対象外,,64300,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
781,2025/12/27,広告宣伝費,,,,課税仕入 10%,,56600,5145,未払金,VISA,,,対象外,,56600,0,ﾗｸﾃﾝ ｺｳｺｸ,,,簡単入力,No
812,2025/12/27,荷造運賃,,,,課税仕入 10%,,1100,100,現金,,,,対象外,,1100,0,ローソン 宅配便,,,簡単入力,No
818,2025/12/27,荷造運賃,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,日本郵便 ゆうパック,,,簡単入力,No
824,2025/12/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,223400,0,普通預金,三井住友BK,,,対象外,,491900,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
825,2025/12/27,未払金,VISA,,,対象外,,381900,0,普通預金,三井住友BK,,,対象外,,379800,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
743,2025/12/28,普通預金,三井住友BK,,,対象外,,623100,0,売掛金,,,,対象外,,623100,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
743,2025/12/28,支払手数料,,,,課税仕入 10%,,38300,3481,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
743,2025/12/28,販売促進費,,,,課税仕入 10%,,10100,918,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
745,2025/12/28,普通預金,三井住友BK,,,対象外,,404300,0,売掛金,,,,対象外,,404300,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
745,2025/12/28,支払手数料,,,,課税仕入 10%,,23800,2163,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
745,2025/12/28,広告宣伝費,,,,課税仕入 10%,,12200,1109,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
746,2025/12/28,未払費用,,,,対象外,,180000,0,普通預金,三井住友BK,,,対象外,,360000,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
746,2025/12/28,預り金,社会保険,,,対象外,,180000,0,,,,,,,0,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
750,2025/12/28,売掛金,,,,対象外,,717300,0,売上高,,,,課税売上 10%,,776100,70554,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
751,2025/12/28,売掛金,,,,対象外,,483400,0,売上高,,,,課税売上 10%,,709100,64463,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
759,2025/12/28,仕入高,,,,課税仕入 10%,,26500,2409,未払金,VISA,,,対象外,,26500,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
785,2025/12/28,消耗品費,,,,課税仕入 10%,,1400,127,現金,,,,対象外,,1400,0,コクヨ 事務用品,,,簡単入力,No
813,2025/12/28,荷造運賃,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
830,2025/12/28,普通預金,三井住友BK,,,対象外,,525000,0,役員借入金,,,,対象外,,865500,0,ﾃｽﾄ ﾀﾛｳ 役員借入,,,振替伝票,No
875,2026/01/02,消耗品費,,,,課税仕入 10%,,1800,163,現金,,,,対象外,,1800,0,コクヨ 事務用品,,,簡単入力,No
900,2026/01/02,消耗品費,,,,課税仕入 10%,,800,72,未払金,VISA,,,対象外,,800,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
912,2026/01/02,会議費,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
